,Index_ID,Animal_ID,Found_Location,Found_Location_count,State,City,Address
17443,117656,A682324,7901 E Ben White Blvd in Austin (TX),8,(TX),Austin,7901 E Ben White Blvd in
17445,60003,A682329,9611 Mcneil Rd in Austin (TX),6,(TX),Austin,9611 Mcneil Rd in
17446,2333,A682332,7598 Chevy Chase Dr in Austin (TX),7,(TX),Austin,7598 Chevy Chase Dr in
17448,63086,A682337,6303 Morning Dew in Austin (TX),6,(TX),Austin,6303 Morning Dew in
17451,129799,A682342,400 Grove Blvd in Austin (TX),6,(TX),Austin,400 Grove Blvd in
17452,83875,A682343,2320 Webberville Rd in Austin (TX),6,(TX),Austin,2320 Webberville Rd in
17453,65206,A682345,6117 Perlita in Austin (TX),5,(TX),Austin,6117 Perlita in
17462,127952,A682360,11304 Fletcher Hall Ln in Austin (TX),7,(TX),Austin,11304 Fletcher Hall Ln in
17463,91971,A682365,16503 High Noon Rd in Travis (TX),7,(TX),Travis,16503 High Noon Rd in
17464,114085,A682366,0000 Onion Creek Rd in Austin (TX),7,(TX),Austin,0000 Onion Creek Rd in
17469,58710,A682373,908 W Meadowmere in Austin (TX),6,(TX),Austin,908 W Meadowmere in
17471,19899,A682375,6103 Manor Rd #118 in Austin (TX),7,(TX),Austin,6103 Manor Rd #118 in
17492,76574,A682394,907 Bird Creek Dr in Austin (TX),7,(TX),Austin,907 Bird Creek Dr in
17495,120778,A682397,8908 Wagtail Cv in Austin (TX),6,(TX),Austin,8908 Wagtail Cv in
17498,50478,A682401,908 Galewood in Austin (TX),5,(TX),Austin,908 Galewood in
17504,41794,A682415,6917 Mcniel Dr in Austin (TX),6,(TX),Austin,6917 Mcniel Dr in
17509,30948,A682419,3220 Duval Road in Austin (TX),6,(TX),Austin,3220 Duval Road in
17522,79337,A682431,101 E 2Nd St in Austin (TX),7,(TX),Austin,101 E 2Nd St in
17523,845,A682433,5315 Ed Bluestein Blvd in Austin (TX),7,(TX),Austin,5315 Ed Bluestein Blvd in
17524,3027,A682436,314 Hackberry Ln in Austin (TX),6,(TX),Austin,314 Hackberry Ln in
17534,76900,A682462,1148 Airport Blvd in Austin (TX),6,(TX),Austin,1148 Airport Blvd in
17545,126982,A682473,8911 Trone Circle in Austin (TX),6,(TX),Austin,8911 Trone Circle in
17546,76882,A682474,818 N Meadows Dr in Austin (TX),7,(TX),Austin,818 N Meadows Dr in
17555,10994,A682482,5500 Stuart Cir in Austin (TX),6,(TX),Austin,5500 Stuart Cir in
17559,90115,A682486,1601 E Slaughter Lane in Austin (TX),7,(TX),Austin,1601 E Slaughter Lane in
17562,809,A682489,14001 Avery Ranch Blvd in Austin (TX),7,(TX),Austin,14001 Avery Ranch Blvd in
17565,44078,A682492,1211 Glen Summer Cv in Austin (TX),7,(TX),Austin,1211 Glen Summer Cv in
17566,113880,A682493,7705 Metro Center Dr in Austin (TX),7,(TX),Austin,7705 Metro Center Dr in
17569,77270,A682501,183 And Loyola Ln in Austin (TX),7,(TX),Austin,183 And Loyola Ln in
17570,124510,A682502,5405 S Pleasant Valley in Austin (TX),7,(TX),Austin,5405 S Pleasant Valley in
17571,109786,A682503,2815 Guadalupe St in Austin (TX),6,(TX),Austin,2815 Guadalupe St in
17573,86766,A682505,5207 Bogey Ct in Austin (TX),6,(TX),Austin,5207 Bogey Ct in
17577,12025,A682510,7522 N Ih 35 in Austin (TX),7,(TX),Austin,7522 N Ih 35 in
17581,50132,A682514,169 Segovia Way in Pflugerville (TX),6,(TX),Pflugerville,169 Segovia Way in
17584,141702,A682517,10702 Newmont Rd in Austin (TX),6,(TX),Austin,10702 Newmont Rd in
17585,80911,A682518,1701 E Parmer in Austin (TX),6,(TX),Austin,1701 E Parmer in
17587,23384,A682520,7506 Compass Dr in Travis (TX),6,(TX),Travis,7506 Compass Dr in
17590,22087,A682523,800 Grove Blvd in Austin (TX),6,(TX),Austin,800 Grove Blvd in
17597,96235,A682531,11901 Springwater Circle in Austin (TX),6,(TX),Austin,11901 Springwater Circle in
17606,89284,A682540,6525 Moonglow Dr in Austin (TX),6,(TX),Austin,6525 Moonglow Dr in
17608,29327,A682541,"9301 Spectrum Dr, Building 23 in Austin (TX)",8,(TX),Austin,"9301, Building 23 in"
17614,143160,A682549,4606 Reyes in Austin (TX),5,(TX),Austin,4606 Reyes in
17620,79927,A682554,13009 South Madrone in Austin (TX),6,(TX),Austin,13009 South Madrone in
17628,102848,A682565,5805 Bull Creek Rd in Austin (TX),7,(TX),Austin,5805 Bull Creek Rd in
17630,1452,A682570,54Th/Evans in Austin (TX),4,(TX),Austin,54Th/Evans in
17631,126831,A682571,8221 Coulver Rd. in Travis (TX),6,(TX),Travis,8221 Coulver Rd. in
17632,40876,A682572,12027 Bethel Church Rd. in Travis (TX),7,(TX),Travis,12027 Bethel Church Rd. in
17642,132866,A682582,5503 Wagon Trail Rd. in Austin (TX),7,(TX),Austin,5503 Wagon Trail Rd. in
17643,10166,A682583,8108 Georgian Dr in Austin (TX),6,(TX),Austin,8108 Georgian Dr in
17646,14392,A682585,4623 Credo Ln in Travis (TX),6,(TX),Travis,4623 Credo Ln in
17655,51253,A682592,1509 Sweet Leaf Ln in Pflugerville (TX),7,(TX),Pflugerville,1509 Sweet Leaf Ln in
17656,132071,A682593,2015 S Ih 35 in Austin (TX),7,(TX),Austin,2015 S Ih 35 in
17674,72694,A682612,915 W 22Nd St in Austin (TX),7,(TX),Austin,915 W 22Nd St in
17680,39003,A682617,905 W 29Th St in Austin (TX),7,(TX),Austin,905 W 29Th St in
17688,49576,A682628,1625 & 1327 in Creedmoor (TX),6,(TX),Creedmoor,1625 & 1327 in
17692,108887,A682638,4002 Kaywood Ct in Austin (TX),6,(TX),Austin,4002 Kaywood Ct in
17696,62521,A682645,6200 Middle Fiskville Rd in Austin (TX),7,(TX),Austin,6200 Middle Fiskville Rd in
17697,10058,A682648,7403 West Gate Blvd in Austin (TX),7,(TX),Austin,7403 West Gate Blvd in
17698,25963,A682649,1800 Lavaca St in Austin (TX),6,(TX),Austin,1800 Lavaca St in
17699,46648,A682650,13205 Winecup Mallow Trl in Travis (TX),7,(TX),Travis,13205 Winecup Mallow Trl in
17704,104269,A682657,5004 Parell in Austin (TX),5,(TX),Austin,5004 Parell in
17707,39249,A682664,5300 Palo Blanco Ln in Austin (TX),7,(TX),Austin,5300 Palo Blanco Ln in
17708,120591,A682666,2428 W Ben White Blvd in Austin (TX),8,(TX),Austin,2428 W Ben White Blvd in
17710,114039,A682671,14400 Harris Ridge Blvd in Pflugerville (TX),7,(TX),Pflugerville,14400 Harris Ridge Blvd in
17712,24092,A682673,3208 Accomac Dr in Austin (TX),6,(TX),Austin,3208 Accomac Dr in
17715,32386,A682677,16701 N Heatherwilde in Pflugerville (TX),6,(TX),Pflugerville,16701 N Heatherwilde in
17716,76438,A682679,11302 Mayo in Austin (TX),5,(TX),Austin,11302 Mayo in
17721,13728,A682684,12435 Dessau Rd#916 in Austin (TX),6,(TX),Austin,12435 Dessau Rd#916 in
17724,27455,A682687,5500 Duval St in Austin (TX),6,(TX),Austin,5500 Duval St in
17725,138633,A682690,9402 Donner in Austin (TX),5,(TX),Austin,9402 Donner in
17726,108102,A682691,2300 Wagon Crossing Path in Austin (TX),7,(TX),Austin,2300 Wagon Crossing Path in
17727,137712,A682696,38Th And Duval in Austin (TX),6,(TX),Austin,38Th And Duval in
17729,14239,A682704,204 W Powell Ln in Austin (TX),7,(TX),Austin,204 W Powell Ln in
17731,59738,A682707,5001 Canella Dr. in Austin (TX),6,(TX),Austin,5001 Canella Dr. in
17733,21851,A682710,5507 Bluebird in Austin (TX),5,(TX),Austin,5507 Bluebird in
17734,15526,A682720,1705 Cuernavaca in Austin (TX),5,(TX),Austin,1705 Cuernavaca in
17735,60252,A682721,200 Cedar Bend in Austin (TX),6,(TX),Austin,200 Cedar Bend in
17736,117627,A682722,1009 Webbwood Way in Austin (TX),6,(TX),Austin,1009 Webbwood Way in
17746,133991,A682731,5701 Johnny Norris in Austin (TX),6,(TX),Austin,5701 Johnny Norris in
17753,70623,A682741,14811 Chicadee Circle in Travis (TX),6,(TX),Travis,14811 Chicadee Circle in
17758,71538,A682746,5300 Thornwood Dr in Austin (TX),6,(TX),Austin,5300 Thornwood Dr in
17767,127978,A682759,6725 Cromarty Ln in Austin (TX),6,(TX),Austin,6725 Cromarty Ln in
17770,56055,A682761,4520 Felicity in Travis (TX),5,(TX),Travis,4520 Felicity in
17772,67586,A682763,7006 Bronco Ct in Travis (TX),6,(TX),Travis,7006 Bronco Ct in
17773,136127,A682764,10303 Quail Ridge Dr in Austin (TX),7,(TX),Austin,10303 Quail Ridge Dr in
17783,7605,A682780,635 W Dittmar Rd in Austin (TX),7,(TX),Austin,635 W Dittmar Rd in
17787,28623,A682782,4516 Burleson Road in Austin (TX),6,(TX),Austin,4516 Burleson Road in
17795,47224,A682792,5Th St And Pedernales in Austin (TX),7,(TX),Austin,5Th St And Pedernales in
17797,56728,A682794,1904 Poquito in Austin (TX),5,(TX),Austin,1904 Poquito in
17802,111517,A682799,1213 Lily Ter in Austin (TX),6,(TX),Austin,1213 Lily Ter in
17803,121947,A682800,1703 Olympus Dr in Austin (TX),6,(TX),Austin,1703 Olympus Dr in
17811,57495,A682809,5201 Mathra Dr in Austin (TX),6,(TX),Austin,5201 Mathra Dr in
17812,71793,A682810,11414 Ptarmigan in Austin (TX),5,(TX),Austin,11414 Ptarmigan in
17813,33336,A682811,1807 Braker Ln in Austin (TX),6,(TX),Austin,1807 Braker Ln in
17824,120112,A682823,8121 Almondsbury Ln in Austin (TX),6,(TX),Austin,8121 Almondsbury Ln in
17828,76304,A682827,21400 Ann Showers Dr in Travis (TX),7,(TX),Travis,21400 Ann Showers Dr in
17829,100282,A682828,7403 Ophelia Dr in Austin (TX),6,(TX),Austin,7403 Ophelia Dr in
17839,107906,A682838,183 And Cameron Rd in Austin (TX),7,(TX),Austin,183 And Cameron Rd in
17849,84845,A682854,24001 Pedernales Drive in Travis (TX),6,(TX),Travis,24001 Pedernales Drive in
17852,42678,A682861,1105 Echo Ln in Austin (TX),6,(TX),Austin,1105 Echo Ln in
17857,119918,A682866,10806 Plains Trl in Austin (TX),6,(TX),Austin,10806 Plains Trl in
17858,119423,A682867,1054 Springdale in Austin (TX),5,(TX),Austin,1054 Springdale in
17859,32037,A682868,2802 Webberville Rd in Austin (TX),6,(TX),Austin,2802 Webberville Rd in
17861,107315,A682871,7201 Lake Charles in Austin (TX),6,(TX),Austin,7201 Lake Charles in
17864,45703,A682875,7581 Chevy Chase Dr in Austin (TX),7,(TX),Austin,7581 Chevy Chase Dr in
17866,72202,A682877,8110 Castle Peak Trl in Austin (TX),7,(TX),Austin,8110 Castle Peak Trl in
17869,51163,A682880,6806 Santos St in Austin (TX),6,(TX),Austin,6806 Santos St in
17872,20234,A682883,6321 Vida Nueva in Del Valle (TX),7,(TX),Valle,6321 Vida Nueva in Del
17874,87335,A682886,840 Interchange Blvd in Austin (TX),6,(TX),Austin,840 Interchange Blvd in
17878,38505,A682890,420 W Fm1626 in Austin (TX),6,(TX),Austin,420 W Fm1626 in
17879,126355,A682891,2504 E Stassney in Austin (TX),6,(TX),Austin,2504 E Stassney in
17887,73969,A682901,4901 Lexington Meadow Ln in Del Valle (TX),8,(TX),Valle,4901 Lexington Meadow Ln in Del
17891,18547,A682905,903 Riddlewood in Austin (TX),5,(TX),Austin,903 Riddlewood in
17900,109063,A682923,9610 Stonebridge in Austin (TX),5,(TX),Austin,9610 Stonebridge in
17905,110939,A682925,51St And Marymount in Austin (TX),6,(TX),Austin,51St And Marymount in
17906,67772,A682926,1701 Grand Ave Pkwy in Travis (TX),7,(TX),Travis,1701 Grand Ave Pkwy in
17907,34674,A682927,1124 Rutland Dr in Austin (TX),6,(TX),Austin,1124 Rutland Dr in
17908,53797,A682928,1200 E 51St in Austin (TX),6,(TX),Austin,1200 E 51St in
17909,125570,A682930,8612 Fireside Dr in Austin (TX),6,(TX),Austin,8612 Fireside Dr in
17910,30251,A682931,4632 Mont Blanc Dr in Travis (TX),7,(TX),Travis,4632 Mont Blanc Dr in
17912,31816,A682936,4508 Duval Rd in Austin (TX),6,(TX),Austin,4508 Duval Rd in
17916,24058,A682942,3100 Prado St in Austin (TX),6,(TX),Austin,3100 Prado St in
17921,32277,A682947,2798 Windswept Cv in Austin (TX),6,(TX),Austin,2798 Windswept Cv in
17933,126750,A682960,12601 Wayne Spur Lane in Travis (TX),7,(TX),Travis,12601 Wayne Spur Lane in
17934,58533,A682964,2008 E 11Th St in Austin (TX),7,(TX),Austin,2008 E 11Th St in
17935,65267,A682965,144 Escondido Dr in Del Valle (TX),7,(TX),Valle,144 Escondido Dr in Del
17936,45266,A682966,2725 Kickapoo Cavern Dr in Pflugerville (TX),7,(TX),Pflugerville,2725 Kickapoo Cavern Dr in
17937,120972,A682967,7200 Lenora St in Austin (TX),6,(TX),Austin,7200 Lenora St in
17946,97779,A682976,1606 E 3Rd in Austin (TX),6,(TX),Austin,1606 E 3Rd in
17948,68114,A682980,3005 Birdwood in Austin (TX),5,(TX),Austin,3005 Birdwood in
17949,133017,A682982,7201 Leavender Loop in Austin (TX),6,(TX),Austin,7201 Leavender Loop in
17951,10659,A682985,1773 Wells Branch Pkwy in Austin (TX),7,(TX),Austin,1773 Wells Branch Pkwy in
17952,17151,A682994,8120 Research Blvd in Austin (TX),6,(TX),Austin,8120 Research Blvd in
17956,62149,A683001,6600 Elm Creek Dr in Austin (TX),7,(TX),Austin,6600 Elm Creek Dr in
17960,24320,A683017,1600 Grove Blvd in Austin (TX),6,(TX),Austin,1600 Grove Blvd in
17965,6370,A683021,2204 Wirtz Ave in Austin (TX),6,(TX),Austin,2204 Wirtz Ave in
17971,88736,A683027,5901 N Ih 35 in Austin (TX),7,(TX),Austin,5901 N Ih 35 in
17972,41018,A683029,1111 Red River St in Austin (TX),7,(TX),Austin,1111 Red River St in
17984,50177,A683038,1128 Spur in Austin (TX),5,(TX),Austin,1128 Spur in
17988,136642,A683042,2204 Vandervielt in Austin (TX),5,(TX),Austin,2204 Vandervielt in
17992,31936,A683047,5507 Blue Bird Ln in Austin (TX),7,(TX),Austin,5507 Blue Bird Ln in
17998,46410,A683052,1050 Springdale in Austin (TX),5,(TX),Austin,1050 Springdale in
18004,60498,A683061,14708 Varrelman in Austin (TX),5,(TX),Austin,14708 Varrelman in
18005,31059,A683062,4522 Merle in Austin (TX),5,(TX),Austin,4522 Merle in
18008,84336,A683065,8101 Wells Branch Pkwy in Austin (TX),7,(TX),Austin,8101 Wells Branch Pkwy in
18009,94786,A683066,1000 San Marcos in Austin (TX),6,(TX),Austin,1000 San Marcos in
18011,116062,A683069,1604 Red Fox in Austin (TX),6,(TX),Austin,1604 Red Fox in
18022,85475,A683080,10512 Plains Trail in Austin (TX),6,(TX),Austin,10512 Plains Trail in
18030,12182,A683085,2600 Gracy Farms in Austin (TX),6,(TX),Austin,2600 Gracy Farms in
18031,539,A683086,11313 Blairwood in Austin (TX),5,(TX),Austin,11313 Blairwood in
18035,135882,A683091,7403 East Riverside in Austin (TX),6,(TX),Austin,7403 East Riverside in
18039,83946,A683094,12403 Mellow Meadow in Austin (TX),6,(TX),Austin,12403 Mellow Meadow in
18042,60259,A683096,5013 Helfin in Austin (TX),5,(TX),Austin,5013 Helfin in
18044,84316,A683098,1518 Barton Springs in Austin (TX),6,(TX),Austin,1518 Barton Springs in
18045,10998,A683099,13021 Dessau Rd in Austin (TX),6,(TX),Austin,13021 Dessau Rd in
18046,80574,A683100,3601 S Congress Ave in Austin (TX),7,(TX),Austin,3601 S Congress Ave in
18053,27220,A683107,6905 Providence Avenue in Austin (TX),6,(TX),Austin,6905 Providence Avenue in
18061,67658,A683109,1317 W 10Th in Austin (TX),6,(TX),Austin,1317 W 10Th in
18062,120435,A683110,5511 Blue Bluff in Travis (TX),6,(TX),Travis,5511 Blue Bluff in
18069,21062,A683119,5010 Westgate Blvd in Austin (TX),6,(TX),Austin,5010 Westgate Blvd in
18083,18587,A683135,1652 E 3Rd St in Austin (TX),7,(TX),Austin,1652 E 3Rd St in
18088,35724,A683138,7300 Texas 71 in Austin (TX),6,(TX),Austin,7300 Texas 71 in
18095,114937,A683148,12125 Von Quintus Rd in Travis (TX),7,(TX),Travis,12125 Von Quintus Rd in
18098,39113,A683151,6702 Cannonleague Dr in Austin (TX),6,(TX),Austin,6702 Cannonleague Dr in
18101,12814,A683153,2408 Rockrige in Austin (TX),5,(TX),Austin,2408 Rockrige in
18104,101707,A683156,2004 Petrified Forest in Austin (TX),6,(TX),Austin,2004 Petrified Forest in
18105,65448,A683157,420 W Slaughter in Austin (TX),6,(TX),Austin,420 W Slaughter in
18110,28992,A683165,11500 Jollyville Rd in Austin (TX),6,(TX),Austin,11500 Jollyville Rd in
18111,105705,A683168,8609 Talyne Chaise Cir in Austin (TX),7,(TX),Austin,8609 Talyne Chaise Cir in
18121,98022,A683191,9410 Carson Creek Blvd in Del Valle (TX),8,(TX),Valle,9410 Carson Creek Blvd in Del
18123,129803,A683194,5210 S Interstate 35 Frontage Rd in Austin (TX),9,(TX),Austin,5210 S Interstate 35 Frontage Rd in
18124,37541,A683195,5020 Manor Rd #130 in Austin (TX),7,(TX),Austin,5020 Manor Rd #130 in
18126,88407,A683197,7933 Fm 973 in Travis (TX),6,(TX),Travis,7933 Fm 973 in
18129,26806,A683200,2321 Teri Rd in Austin (TX),6,(TX),Austin,2321 Teri Rd in
18131,76140,A683202,14811 Chicadee in Pflugerville (TX),5,(TX),Pflugerville,14811 Chicadee in
18170,17167,A683241,12330 Metric Blvd in Austin (TX),6,(TX),Austin,12330 Metric Blvd in
18181,15028,A683254,4000 St Elmo in Austin (TX),6,(TX),Austin,4000 St Elmo in
18183,61935,A683256,2504 Sunny Hills Dr in Austin (TX),7,(TX),Austin,2504 Sunny Hills Dr in
18184,123511,A683257,10205 North Lamar in Austin (TX),6,(TX),Austin,10205 North Lamar in
18191,37996,A683269,6905 Telluride Trail in Austin (TX),6,(TX),Austin,6905 Telluride Trail in
18192,136773,A683270,501 Woverton Dr in Austin (TX),6,(TX),Austin,501 Woverton Dr in
18195,72856,A683275,7202 Breezy Pass in Austin (TX),6,(TX),Austin,7202 Breezy Pass in
18197,105502,A683278,6804 Old Lockhart Rd in Creedmoor (TX),7,(TX),Creedmoor,6804 Old Lockhart Rd in
18200,72298,A683282,5701 Ainez in Austin (TX),5,(TX),Austin,5701 Ainez in
18203,119868,A683287,5310 George St. in Austin (TX),6,(TX),Austin,5310 George St. in
18205,104513,A683289,201 Lavaca St in Austin (TX),6,(TX),Austin,201 Lavaca St in
18206,122135,A683290,6502 S 1St in Austin (TX),6,(TX),Austin,6502 S 1St in
18214,65774,A683303,9117 Anderson Mill Rd in Austin (TX),7,(TX),Austin,9117 Anderson Mill Rd in
18217,96735,A683307,1208 Anise Dr in Austin (TX),6,(TX),Austin,1208 Anise Dr in
18218,47444,A683308,5237 E Hwy 71 in Del Valle (TX),8,(TX),Valle,5237 E Hwy 71 in Del
18219,91035,A683309,7005 Northledge Dr in Austin (TX),6,(TX),Austin,7005 Northledge Dr in
18221,20537,A683311,10505 S Ih 35 in Austin (TX),7,(TX),Austin,10505 S Ih 35 in
18229,139516,A683320,1001 Tayside Dr in Pflugerville (TX),6,(TX),Pflugerville,1001 Tayside Dr in
18248,79786,A683342,21424 Anne Shower Dr in Travis (TX),7,(TX),Travis,21424 Anne Shower Dr in
18253,65482,A683347,51St And Manor in Austin (TX),6,(TX),Austin,51St And Manor in
18254,23260,A683348,2903 Skylark in Austin (TX),5,(TX),Austin,2903 Skylark in
18258,63756,A683352,2300 Lakehurst Drive in Austin (TX),6,(TX),Austin,2300 Lakehurst Drive in
18259,114078,A683353,2222/ Balcones in Austin (TX),5,(TX),Austin,2222/ Balcones in
18261,98584,A683356,14801 Earl Grey in Pflugerville (TX),6,(TX),Pflugerville,14801 Earl Grey in
18265,882,A683361,8714 Fm812 in Austin (TX),5,(TX),Austin,8714 Fm812 in
18267,128251,A683377,8310 Annabella Dr in Austin (TX),6,(TX),Austin,8310 Annabella Dr in
18271,22659,A683384,2122 Vanderbilt in Austin (TX),5,(TX),Austin,2122 Vanderbilt in
18274,8071,A683390,601 W. 15Th St in Austin (TX),7,(TX),Austin,601 W. 15Th St in
18275,120312,A683392,1012 S. Meadows Dr. in Austin (TX),7,(TX),Austin,1012 S. Meadows Dr. in
18276,68090,A683394,3306 Etheredge Dr. in Travis (TX),6,(TX),Travis,3306 Etheredge Dr. in
18277,31792,A683396,22585 Nameless Rd. in Travis (TX),6,(TX),Travis,22585 Nameless Rd. in
18279,93638,A683401,8310 Annabella Dr in Travis (TX),6,(TX),Travis,8310 Annabella Dr in
18280,43247,A683402,7689 Dewau Ln in Austin (TX),6,(TX),Austin,7689 Dewau Ln in
18285,122498,A683407,5009 Lott Ave in Austin (TX),6,(TX),Austin,5009 Lott Ave in
18286,18200,A683408,1006 E 7Th in Austin (TX),6,(TX),Austin,1006 E 7Th in
18292,27294,A683414,38 1/2 St-Ih35 in Austin (TX),6,(TX),Austin,38 1/2 St-Ih35 in
18303,30683,A683427,7715 Hidden View in Austin (TX),6,(TX),Austin,7715 Hidden View in
18319,98741,A683443,612 Hackberry in Austin (TX),5,(TX),Austin,612 Hackberry in
18324,89621,A683448,8904 Francia Trl in Austin (TX),6,(TX),Austin,8904 Francia Trl in
18325,102064,A683450,10000 N. Lamar in Austin (TX),6,(TX),Austin,10000 N. Lamar in
18332,89396,A683458,1105 N Meadows Dr in Austin (TX),7,(TX),Austin,1105 N Meadows Dr in
18335,74614,A683461,183/ I35 in Austin (TX),5,(TX),Austin,183/ I35 in
18341,9104,A683467,5601 Pinon Vista Dr in Austin (TX),7,(TX),Austin,5601 Pinon Vista Dr in
18343,140943,A683469,8423 Elroy Rd in Del Valle (TX),7,(TX),Valle,8423 Elroy Rd in Del
18349,39551,A683485,17006 Hayride in Del Valle (TX),6,(TX),Valle,17006 Hayride in Del
18353,122733,A683490,4718 S 183 in Austin (TX),6,(TX),Austin,4718 S 183 in
18355,91715,A683492,8827 Elroy Rd in Travis (TX),6,(TX),Travis,8827 Elroy Rd in
18358,137805,A683495,51St & Lamar in Austin (TX),6,(TX),Austin,51St & Lamar in
18360,61483,A683497,8300 North Ih 35 in Austin (TX),7,(TX),Austin,8300 North Ih 35 in
18363,21554,A683501,1652 W 6Th St in Austin (TX),7,(TX),Austin,1652 W 6Th St in
18365,137671,A683503,9100 Waterford Center Blvd in Austin (TX),7,(TX),Austin,9100 Waterford Center Blvd in
18366,77732,A683506,8300 Cross Park in Austin (TX),6,(TX),Austin,8300 Cross Park in
18369,120631,A683509,8805 N Plaza Ct in Austin (TX),7,(TX),Austin,8805 N Plaza Ct in
18373,105494,A683512,201 Rowland in Austin (TX),5,(TX),Austin,201 Rowland in
18375,88008,A683515,1195 Angelina St in Austin (TX),6,(TX),Austin,1195 Angelina St in
18380,83666,A683523,2402 Burleson Ct Austin in Austin (TX),7,(TX),Austin,2402 Burleson Ct Austin in
18385,35772,A683528,1904 Poquito St in Austin (TX),6,(TX),Austin,1904 Poquito St in
18386,75061,A683529,1071 Clayton Ln 1601 in Austin (TX),7,(TX),Austin,1071 Clayton Ln 1601 in
18387,7707,A683532,8413 Riverstone Dr #A in Austin (TX),7,(TX),Austin,8413 Riverstone Dr #A in
18391,49313,A683536,7105 Meador Ave in Austin (TX),6,(TX),Austin,7105 Meador Ave in
18399,126535,A683548,3318 Dolphin Dr in Austin (TX),6,(TX),Austin,3318 Dolphin Dr in
18404,55163,A683550,1613 Pine Knoll in Austin (TX),6,(TX),Austin,1613 Pine Knoll in
